"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency","BZN|SE3"
"03.01.2023 14:00 - 03.01.2023 15:00","163.06","EUR"
"03.01.2023 15:00 - 03.01.2023 16:00","167.73","EUR"
"03.01.2023 16:00 - 03.01.2023 17:00","166.61","EUR"
"03.01.2023 17:00 - 03.01.2023 18:00","170.72","EUR"
"03.01.2023 18:00 - 03.01.2023 19:00","168.93","EUR"
"03.01.2023 19:00 - 03.01.2023 20:00","160.99","EUR"
"03.01.2023 20:00 - 03.01.2023 21:00","149.62","EUR"
"03.01.2023 21:00 - 03.01.2023 22:00","131.05","EUR"
"03.01.2023 22:00 - 03.01.2023 23:00","114.27","EUR"
"03.01.2023 23:00 - 04.01.2023 00:00","93.66","EUR"
"04.01.2023 00:00 - 04.01.2023 01:00","82.88","EUR"
"04.01.2023 01:00 - 04.01.2023 02:00","78.84","EUR"
"04.01.2023 02:00 - 04.01.2023 03:00","69.93","EUR"
"04.01.2023 03:00 - 04.01.2023 04:00","69.26","EUR"
"04.01.2023 04:00 - 04.01.2023 05:00","71.75","EUR"
"04.01.2023 05:00 - 04.01.2023 06:00","81.73","EUR"
"04.01.2023 06:00 - 04.01.2023 07:00","80.11","EUR"
"04.01.2023 07:00 - 04.01.2023 08:00","83.33","EUR"
"04.01.2023 08:00 - 04.01.2023 09:00","86.27","EUR"
"04.01.2023 09:00 - 04.01.2023 10:00","85.37","EUR"
"04.01.2023 10:00 - 04.01.2023 11:00","75.95","EUR"
"04.01.2023 11:00 - 04.01.2023 12:00","81.71","EUR"
"04.01.2023 12:00 - 04.01.2023 13:00","80.89","EUR"
"04.01.2023 13:00 - 04.01.2023 14:00","79.72","EUR"
"04.01.2023 14:00 - 04.01.2023 15:00","80.22","EUR"
"04.01.2023 15:00 - 04.01.2023 16:00","79.74","EUR"
"04.01.2023 16:00 - 04.01.2023 17:00","80.82","EUR"
"04.01.2023 17:00 - 04.01.2023 18:00","86.16","EUR"
"04.01.2023 18:00 - 04.01.2023 19:00","72.28","EUR"
"04.01.2023 19:00 - 04.01.2023 20:00","66.61","EUR"
"04.01.2023 20:00 - 04.01.2023 21:00","62.13","EUR"
"04.01.2023 21:00 - 04.01.2023 22:00","57.26","EUR"
"04.01.2023 22:00 - 04.01.2023 23:00","37.94","EUR"
"04.01.2023 23:00 - 05.01.2023 00:00","30.82","EUR"
"05.01.2023 00:00 - 05.01.2023 01:00","30.03","EUR"
"05.01.2023 01:00 - 05.01.2023 02:00","28.15","EUR"
"05.01.2023 02:00 - 05.01.2023 03:00","27.68","EUR"
"05.01.2023 03:00 - 05.01.2023 04:00","27.76","EUR"
"05.01.2023 04:00 - 05.01.2023 05:00","28.63","EUR"
"05.01.2023 05:00 - 05.01.2023 06:00","39.80","EUR"
"05.01.2023 06:00 - 05.01.2023 07:00","62.70","EUR"
"05.01.2023 07:00 - 05.01.2023 08:00","85.53","EUR"
"05.01.2023 08:00 - 05.01.2023 09:00","93.54","EUR"
"05.01.2023 09:00 - 05.01.2023 10:00","107.92","EUR"
"05.01.2023 10:00 - 05.01.2023 11:00","128.75","EUR"
"05.01.2023 11:00 - 05.01.2023 12:00","139.64","EUR"
"05.01.2023 12:00 - 05.01.2023 13:00","139.99","EUR"
"05.01.2023 13:00 - 05.01.2023 14:00","142.58","EUR"
"05.01.2023 14:00 - 05.01.2023 15:00","149.40","EUR"
"05.01.2023 15:00 - 05.01.2023 16:00","155.20","EUR"
"05.01.2023 16:00 - 05.01.2023 17:00","168.59","EUR"
"05.01.2023 17:00 - 05.01.2023 18:00","190.03","EUR"
"05.01.2023 18:00 - 05.01.2023 19:00","190.00","EUR"
"05.01.2023 19:00 - 05.01.2023 20:00","173.71","EUR"
"05.01.2023 20:00 - 05.01.2023 21:00","160.05","EUR"
"05.01.2023 21:00 - 05.01.2023 22:00","148.62","EUR"
"05.01.2023 22:00 - 05.01.2023 23:00","141.17","EUR"
"05.01.2023 23:00 - 06.01.2023 00:00","127.00","EUR"
"06.01.2023 00:00 - 06.01.2023 01:00","107.21","EUR"
"06.01.2023 01:00 - 06.01.2023 02:00","101.10","EUR"
"06.01.2023 02:00 - 06.01.2023 03:00","96.73","EUR"
"06.01.2023 03:00 - 06.01.2023 04:00","82.34","EUR"
"06.01.2023 04:00 - 06.01.2023 05:00","81.93","EUR"
"06.01.2023 05:00 - 06.01.2023 06:00","84.03","EUR"
"06.01.2023 06:00 - 06.01.2023 07:00","97.25","EUR"
"06.01.2023 07:00 - 06.01.2023 08:00","103.95","EUR"
"06.01.2023 08:00 - 06.01.2023 09:00","108.51","EUR"
"06.01.2023 09:00 - 06.01.2023 10:00","109.92","EUR"
"06.01.2023 10:00 - 06.01.2023 11:00","110.14","EUR"
"06.01.2023 11:00 - 06.01.2023 12:00","110.65","EUR"
"06.01.2023 12:00 - 06.01.2023 13:00","109.91","EUR"
"06.01.2023 13:00 - 06.01.2023 14:00","101.09","EUR"
"06.01.2023 14:00 - 06.01.2023 15:00","113.06","EUR"
"06.01.2023 15:00 - 06.01.2023 16:00","122.81","EUR"
"06.01.2023 16:00 - 06.01.2023 17:00","135.62","EUR"
"06.01.2023 17:00 - 06.01.2023 18:00","150.72","EUR"
"06.01.2023 18:00 - 06.01.2023 19:00","142.11","EUR"
"06.01.2023 19:00 - 06.01.2023 20:00","119.92","EUR"
"06.01.2023 20:00 - 06.01.2023 21:00","107.22","EUR"
"06.01.2023 21:00 - 06.01.2023 22:00","101.02","EUR"
"06.01.2023 22:00 - 06.01.2023 23:00","74.25","EUR"
"06.01.2023 23:00 - 07.01.2023 00:00","71.74","EUR"
"07.01.2023 00:00 - 07.01.2023 01:00","71.67","EUR"
"07.01.2023 01:00 - 07.01.2023 02:00","69.93","EUR"
"07.01.2023 02:00 - 07.01.2023 03:00","69.94","EUR"
"07.01.2023 03:00 - 07.01.2023 04:00","70.95","EUR"
"07.01.2023 04:00 - 07.01.2023 05:00","73.83","EUR"
"07.01.2023 05:00 - 07.01.2023 06:00","75.26","EUR"
"07.01.2023 06:00 - 07.01.2023 07:00","77.82","EUR"
"07.01.2023 07:00 - 07.01.2023 08:00","75.97","EUR"
"07.01.2023 08:00 - 07.01.2023 09:00","79.98","EUR"
"07.01.2023 09:00 - 07.01.2023 10:00","97.10","EUR"
"07.01.2023 10:00 - 07.01.2023 11:00","97.60","EUR"
"07.01.2023 11:00 - 07.01.2023 12:00","86.20","EUR"
"07.01.2023 12:00 - 07.01.2023 13:00","85.79","EUR"
"07.01.2023 13:00 - 07.01.2023 14:00","91.79","EUR"
"07.01.2023 14:00 - 07.01.2023 15:00","80.51","EUR"
"07.01.2023 15:00 - 07.01.2023 16:00","78.94","EUR"
"07.01.2023 16:00 - 07.01.2023 17:00","79.93","EUR"
"07.01.2023 17:00 - 07.01.2023 18:00","78.68","EUR"
"07.01.2023 18:00 - 07.01.2023 19:00","78.38","EUR"
"07.01.2023 19:00 - 07.01.2023 20:00","74.39","EUR"
"07.01.2023 20:00 - 07.01.2023 21:00","66.98","EUR"
"07.01.2023 21:00 - 07.01.2023 22:00","59.99","EUR"
"07.01.2023 22:00 - 07.01.2023 23:00","48.80","EUR"
"07.01.2023 23:00 - 08.01.2023 00:00","35.90","EUR"
"08.01.2023 00:00 - 08.01.2023 01:00","24.44","EUR"
"08.01.2023 01:00 - 08.01.2023 02:00","9.30","EUR"
"08.01.2023 02:00 - 08.01.2023 03:00","9.10","EUR"
"08.01.2023 03:00 - 08.01.2023 04:00","4.16","EUR"
"08.01.2023 04:00 - 08.01.2023 05:00","5.58","EUR"
"08.01.2023 05:00 - 08.01.2023 06:00","9.92","EUR"
"08.01.2023 06:00 - 08.01.2023 07:00","9.02","EUR"
"08.01.2023 07:00 - 08.01.2023 08:00","16.47","EUR"
"08.01.2023 08:00 - 08.01.2023 09:00","27.08","EUR"
"08.01.2023 09:00 - 08.01.2023 10:00","29.08","EUR"
"08.01.2023 10:00 - 08.01.2023 11:00","35.22","EUR"
"08.01.2023 11:00 - 08.01.2023 12:00","47.00","EUR"
"08.01.2023 12:00 - 08.01.2023 13:00","47.00","EUR"
"08.01.2023 13:00 - 08.01.2023 14:00","48.96","EUR"
"08.01.2023 14:00 - 08.01.2023 15:00","54.91","EUR"
"08.01.2023 15:00 - 08.01.2023 16:00","63.49","EUR"
"08.01.2023 16:00 - 08.01.2023 17:00","66.11","EUR"
"08.01.2023 17:00 - 08.01.2023 18:00","69.19","EUR"
"08.01.2023 18:00 - 08.01.2023 19:00","69.91","EUR"
"08.01.2023 19:00 - 08.01.2023 20:00","65.62","EUR"
"08.01.2023 20:00 - 08.01.2023 21:00","60.98","EUR"
"08.01.2023 21:00 - 08.01.2023 22:00","57.41","EUR"
"08.01.2023 22:00 - 08.01.2023 23:00","50.02","EUR"
"08.01.2023 23:00 - 09.01.2023 00:00","46.29","EUR"
"09.01.2023 00:00 - 09.01.2023 01:00","69.04","EUR"
"09.01.2023 01:00 - 09.01.2023 02:00","64.38","EUR"
"09.01.2023 02:00 - 09.01.2023 03:00","60.28","EUR"
"09.01.2023 03:00 - 09.01.2023 04:00","39.41","EUR"
"09.01.2023 04:00 - 09.01.2023 05:00","47.34","EUR"
"09.01.2023 05:00 - 09.01.2023 06:00","68.99","EUR"
"09.01.2023 06:00 - 09.01.2023 07:00","104.56","EUR"
"09.01.2023 07:00 - 09.01.2023 08:00","128.36","EUR"
"09.01.2023 08:00 - 09.01.2023 09:00","147.32","EUR"
"09.01.2023 09:00 - 09.01.2023 10:00","161.06","EUR"
"09.01.2023 10:00 - 09.01.2023 11:00","154.14","EUR"
"09.01.2023 11:00 - 09.01.2023 12:00","155.31","EUR"
"09.01.2023 12:00 - 09.01.2023 13:00","136.49","EUR"
"09.01.2023 13:00 - 09.01.2023 14:00","133.96","EUR"
"09.01.2023 14:00 - 09.01.2023 15:00","139.12","EUR"
"09.01.2023 15:00 - 09.01.2023 16:00","146.39","EUR"
"09.01.2023 16:00 - 09.01.2023 17:00","156.85","EUR"
"09.01.2023 17:00 - 09.01.2023 18:00","164.68","EUR"
"09.01.2023 18:00 - 09.01.2023 19:00","163.34","EUR"
"09.01.2023 19:00 - 09.01.2023 20:00","157.70","EUR"
"09.01.2023 20:00 - 09.01.2023 21:00","145.07","EUR"
"09.01.2023 21:00 - 09.01.2023 22:00","134.62","EUR"
"09.01.2023 22:00 - 09.01.2023 23:00","83.84","EUR"
"09.01.2023 23:00 - 10.01.2023 00:00","80.59","EUR"
"10.01.2023 00:00 - 10.01.2023 01:00","76.05","EUR"
"10.01.2023 01:00 - 10.01.2023 02:00","79.95","EUR"
"10.01.2023 02:00 - 10.01.2023 03:00","78.82","EUR"
"10.01.2023 03:00 - 10.01.2023 04:00","80.06","EUR"
"10.01.2023 04:00 - 10.01.2023 05:00","83.16","EUR"
"10.01.2023 05:00 - 10.01.2023 06:00","91.02","EUR"
"10.01.2023 06:00 - 10.01.2023 07:00","132.65","EUR"
"10.01.2023 07:00 - 10.01.2023 08:00","149.94","EUR"
"10.01.2023 08:00 - 10.01.2023 09:00","160.53","EUR"
"10.01.2023 09:00 - 10.01.2023 10:00","155.77","EUR"
"10.01.2023 10:00 - 10.01.2023 11:00","149.94","EUR"
"10.01.2023 11:00 - 10.01.2023 12:00","141.91","EUR"
"10.01.2023 12:00 - 10.01.2023 13:00","140.07","EUR"
"10.01.2023 13:00 - 10.01.2023 14:00","139.97","EUR"
"10.01.2023 14:00 - 10.01.2023 15:00","141.92","EUR"
"10.01.2023 15:00 - 10.01.2023 16:00","142.42","EUR"
"10.01.2023 16:00 - 10.01.2023 17:00","139.31","EUR"
"10.01.2023 17:00 - 10.01.2023 18:00","142.83","EUR"
"10.01.2023 18:00 - 10.01.2023 19:00","137.08","EUR"
"10.01.2023 19:00 - 10.01.2023 20:00","121.46","EUR"
"10.01.2023 20:00 - 10.01.2023 21:00","105.64","EUR"
"10.01.2023 21:00 - 10.01.2023 22:00","86.53","EUR"
"10.01.2023 22:00 - 10.01.2023 23:00","79.35","EUR"
"10.01.2023 23:00 - 11.01.2023 00:00","55.77","EUR"
"11.01.2023 00:00 - 11.01.2023 01:00","42.03","EUR"
"11.01.2023 01:00 - 11.01.2023 02:00","27.73","EUR"
"11.01.2023 02:00 - 11.01.2023 03:00","25.17","EUR"
"11.01.2023 03:00 - 11.01.2023 04:00","22.57","EUR"
"11.01.2023 04:00 - 11.01.2023 05:00","25.49","EUR"
"11.01.2023 05:00 - 11.01.2023 06:00","26.60","EUR"
"11.01.2023 06:00 - 11.01.2023 07:00","48.54","EUR"
"11.01.2023 07:00 - 11.01.2023 08:00","71.49","EUR"
"11.01.2023 08:00 - 11.01.2023 09:00","72.71","EUR"
"11.01.2023 09:00 - 11.01.2023 10:00","69.96","EUR"
"11.01.2023 10:00 - 11.01.2023 11:00","68.89","EUR"
"11.01.2023 11:00 - 11.01.2023 12:00","69.29","EUR"
"11.01.2023 12:00 - 11.01.2023 13:00","68.86","EUR"
"11.01.2023 13:00 - 11.01.2023 14:00","66.80","EUR"
"11.01.2023 14:00 - 11.01.2023 15:00","69.52","EUR"
"11.01.2023 15:00 - 11.01.2023 16:00","75.91","EUR"
"11.01.2023 16:00 - 11.01.2023 17:00","76.84","EUR"
"11.01.2023 17:00 - 11.01.2023 18:00","74.08","EUR"
"11.01.2023 18:00 - 11.01.2023 19:00","75.08","EUR"
"11.01.2023 19:00 - 11.01.2023 20:00","67.99","EUR"
"11.01.2023 20:00 - 11.01.2023 21:00","65.16","EUR"
"11.01.2023 21:00 - 11.01.2023 22:00","60.01","EUR"
"11.01.2023 22:00 - 11.01.2023 23:00","49.91","EUR"
"11.01.2023 23:00 - 12.01.2023 00:00","43.32","EUR"
"12.01.2023 00:00 - 12.01.2023 01:00","19.88","EUR"
"12.01.2023 01:00 - 12.01.2023 02:00","5.55","EUR"
"12.01.2023 02:00 - 12.01.2023 03:00","4.69","EUR"
"12.01.2023 03:00 - 12.01.2023 04:00","0.10","EUR"
"12.01.2023 04:00 - 12.01.2023 05:00","2.73","EUR"
"12.01.2023 05:00 - 12.01.2023 06:00","24.94","EUR"
"12.01.2023 06:00 - 12.01.2023 07:00","36.01","EUR"
"12.01.2023 07:00 - 12.01.2023 08:00","59.98","EUR"
"12.01.2023 08:00 - 12.01.2023 09:00","65.18","EUR"
"12.01.2023 09:00 - 12.01.2023 10:00","65.03","EUR"
"12.01.2023 10:00 - 12.01.2023 11:00","66.30","EUR"
"12.01.2023 11:00 - 12.01.2023 12:00","66.72","EUR"
"12.01.2023 12:00 - 12.01.2023 13:00","66.60","EUR"
"12.01.2023 13:00 - 12.01.2023 14:00","70.85","EUR"
"12.01.2023 14:00 - 12.01.2023 15:00","73.76","EUR"
"12.01.2023 15:00 - 12.01.2023 16:00","92.89","EUR"
"12.01.2023 16:00 - 12.01.2023 17:00","96.70","EUR"
"12.01.2023 17:00 - 12.01.2023 18:00","109.94","EUR"
"12.01.2023 18:00 - 12.01.2023 19:00","116.62","EUR"
"12.01.2023 19:00 - 12.01.2023 20:00","98.37","EUR"
"12.01.2023 20:00 - 12.01.2023 21:00","74.08","EUR"
"12.01.2023 21:00 - 12.01.2023 22:00","74.50","EUR"
"12.01.2023 22:00 - 12.01.2023 23:00","66.84","EUR"
"12.01.2023 23:00 - 13.01.2023 00:00","42.49","EUR"
"13.01.2023 00:00 - 13.01.2023 01:00","32.64","EUR"
"13.01.2023 01:00 - 13.01.2023 02:00","21.87","EUR"
"13.01.2023 02:00 - 13.01.2023 03:00","16.54","EUR"
"13.01.2023 03:00 - 13.01.2023 04:00","18.46","EUR"
"13.01.2023 04:00 - 13.01.2023 05:00","24.82","EUR"
"13.01.2023 05:00 - 13.01.2023 06:00","30.32","EUR"
"13.01.2023 06:00 - 13.01.2023 07:00","56.09","EUR"
"13.01.2023 07:00 - 13.01.2023 08:00","85.77","EUR"
"13.01.2023 08:00 - 13.01.2023 09:00","95.60","EUR"
"13.01.2023 09:00 - 13.01.2023 10:00","98.23","EUR"
"13.01.2023 10:00 - 13.01.2023 11:00","92.58","EUR"
"13.01.2023 11:00 - 13.01.2023 12:00","84.93","EUR"
"13.01.2023 12:00 - 13.01.2023 13:00","76.53","EUR"
"13.01.2023 13:00 - 13.01.2023 14:00","71.97","EUR"
"13.01.2023 14:00 - 13.01.2023 15:00","75.36","EUR"
"13.01.2023 15:00 - 13.01.2023 16:00","81.82","EUR"
"13.01.2023 16:00 - 13.01.2023 17:00","85.31","EUR"
"13.01.2023 17:00 - 13.01.2023 18:00","96.90","EUR"
"13.01.2023 18:00 - 13.01.2023 19:00","96.20","EUR"
"13.01.2023 19:00 - 13.01.2023 20:00","91.07","EUR"
"13.01.2023 20:00 - 13.01.2023 21:00","84.94","EUR"
"13.01.2023 21:00 - 13.01.2023 22:00","76.89","EUR"
"13.01.2023 22:00 - 13.01.2023 23:00","76.51","EUR"
"13.01.2023 23:00 - 14.01.2023 00:00","68.30","EUR"
"14.01.2023 00:00 - 14.01.2023 01:00","49.71","EUR"
"14.01.2023 01:00 - 14.01.2023 02:00","44.24","EUR"
"14.01.2023 02:00 - 14.01.2023 03:00","45.41","EUR"
"14.01.2023 03:00 - 14.01.2023 04:00","42.25","EUR"
"14.01.2023 04:00 - 14.01.2023 05:00","41.70","EUR"
"14.01.2023 05:00 - 14.01.2023 06:00","41.68","EUR"
"14.01.2023 06:00 - 14.01.2023 07:00","45.10","EUR"
"14.01.2023 07:00 - 14.01.2023 08:00","53.40","EUR"
"14.01.2023 08:00 - 14.01.2023 09:00","53.63","EUR"
"14.01.2023 09:00 - 14.01.2023 10:00","56.89","EUR"
"14.01.2023 10:00 - 14.01.2023 11:00","66.72","EUR"
"14.01.2023 11:00 - 14.01.2023 12:00","65.56","EUR"
"14.01.2023 12:00 - 14.01.2023 13:00","65.39","EUR"
"14.01.2023 13:00 - 14.01.2023 14:00","62.69","EUR"
"14.01.2023 14:00 - 14.01.2023 15:00","66.96","EUR"
"14.01.2023 15:00 - 14.01.2023 16:00","73.97","EUR"
"14.01.2023 16:00 - 14.01.2023 17:00","75.91","EUR"
"14.01.2023 17:00 - 14.01.2023 18:00","73.63","EUR"
"14.01.2023 18:00 - 14.01.2023 19:00","69.51","EUR"
"14.01.2023 19:00 - 14.01.2023 20:00","62.71","EUR"
"14.01.2023 20:00 - 14.01.2023 21:00","51.53","EUR"
"14.01.2023 21:00 - 14.01.2023 22:00","43.68","EUR"
"14.01.2023 22:00 - 14.01.2023 23:00","40.05","EUR"
"14.01.2023 23:00 - 15.01.2023 00:00","35.32","EUR"
"15.01.2023 00:00 - 15.01.2023 01:00","27.40","EUR"
"15.01.2023 01:00 - 15.01.2023 02:00","27.23","EUR"
"15.01.2023 02:00 - 15.01.2023 03:00","24.28","EUR"
"15.01.2023 03:00 - 15.01.2023 04:00","13.00","EUR"
"15.01.2023 04:00 - 15.01.2023 05:00","7.98","EUR"
"15.01.2023 05:00 - 15.01.2023 06:00","4.85","EUR"
"15.01.2023 06:00 - 15.01.2023 07:00","6.05","EUR"
"15.01.2023 07:00 - 15.01.2023 08:00","10.09","EUR"
"15.01.2023 08:00 - 15.01.2023 09:00","14.03","EUR"
"15.01.2023 09:00 - 15.01.2023 10:00","19.07","EUR"
"15.01.2023 10:00 - 15.01.2023 11:00","17.83","EUR"
"15.01.2023 11:00 - 15.01.2023 12:00","11.70","EUR"
"15.01.2023 12:00 - 15.01.2023 13:00","6.93","EUR"
"15.01.2023 13:00 - 15.01.2023 14:00","6.04","EUR"
"15.01.2023 14:00 - 15.01.2023 15:00","6.09","EUR"
"15.01.2023 15:00 - 15.01.2023 16:00","19.10","EUR"
"15.01.2023 16:00 - 15.01.2023 17:00","27.43","EUR"
"15.01.2023 17:00 - 15.01.2023 18:00","30.90","EUR"
"15.01.2023 18:00 - 15.01.2023 19:00","27.61","EUR"
"15.01.2023 19:00 - 15.01.2023 20:00","25.90","EUR"
"15.01.2023 20:00 - 15.01.2023 21:00","12.47","EUR"
"15.01.2023 21:00 - 15.01.2023 22:00","20.79","EUR"
"15.01.2023 22:00 - 15.01.2023 23:00","31.04","EUR"
"15.01.2023 23:00 - 16.01.2023 00:00","32.38","EUR"
"16.01.2023 00:00 - 16.01.2023 01:00","35.35","EUR"
"16.01.2023 01:00 - 16.01.2023 02:00","36.13","EUR"
"16.01.2023 02:00 - 16.01.2023 03:00","36.13","EUR"
"16.01.2023 03:00 - 16.01.2023 04:00","38.57","EUR"
"16.01.2023 04:00 - 16.01.2023 05:00","41.81","EUR"
"16.01.2023 05:00 - 16.01.2023 06:00","45.59","EUR"
"16.01.2023 06:00 - 16.01.2023 07:00","66.81","EUR"
"16.01.2023 07:00 - 16.01.2023 08:00","86.63","EUR"
"16.01.2023 08:00 - 16.01.2023 09:00","89.34","EUR"
"16.01.2023 09:00 - 16.01.2023 10:00","90.96","EUR"
"16.01.2023 10:00 - 16.01.2023 11:00","98.73","EUR"
"16.01.2023 11:00 - 16.01.2023 12:00","99.38","EUR"
"16.01.2023 12:00 - 16.01.2023 13:00","90.00","EUR"
"16.01.2023 13:00 - 16.01.2023 14:00","109.90","EUR"
"16.01.2023 14:00 - 16.01.2023 15:00","136.86","EUR"
"16.01.2023 15:00 - 16.01.2023 16:00","141.17","EUR"
"16.01.2023 16:00 - 16.01.2023 17:00","146.14","EUR"
"16.01.2023 17:00 - 16.01.2023 18:00","129.91","EUR"
"16.01.2023 18:00 - 16.01.2023 19:00","88.91","EUR"
"16.01.2023 19:00 - 16.01.2023 20:00","80.04","EUR"
"16.01.2023 20:00 - 16.01.2023 21:00","65.91","EUR"
"16.01.2023 21:00 - 16.01.2023 22:00","59.69","EUR"
"16.01.2023 22:00 - 16.01.2023 23:00","51.24","EUR"
"16.01.2023 23:00 - 17.01.2023 00:00","46.52","EUR"
"17.01.2023 00:00 - 17.01.2023 01:00","47.13","EUR"
"17.01.2023 01:00 - 17.01.2023 02:00","42.94","EUR"
"17.01.2023 02:00 - 17.01.2023 03:00","42.15","EUR"
"17.01.2023 03:00 - 17.01.2023 04:00","40.80","EUR"
"17.01.2023 04:00 - 17.01.2023 05:00","41.62","EUR"
"17.01.2023 05:00 - 17.01.2023 06:00","45.75","EUR"
"17.01.2023 06:00 - 17.01.2023 07:00","60.17","EUR"
"17.01.2023 07:00 - 17.01.2023 08:00","70.87","EUR"
"17.01.2023 08:00 - 17.01.2023 09:00","73.37","EUR"
"17.01.2023 09:00 - 17.01.2023 10:00","72.62","EUR"
"17.01.2023 10:00 - 17.01.2023 11:00","73.95","EUR"
"17.01.2023 11:00 - 17.01.2023 12:00","76.15","EUR"
"17.01.2023 12:00 - 17.01.2023 13:00","79.96","EUR"
"17.01.2023 13:00 - 17.01.2023 14:00","75.11","EUR"
"17.01.2023 14:00 - 17.01.2023 15:00","72.21","EUR"
"17.01.2023 15:00 - 17.01.2023 16:00","75.57","EUR"
"17.01.2023 16:00 - 17.01.2023 17:00","76.03","EUR"
"17.01.2023 17:00 - 17.01.2023 18:00","76.56","EUR"
"17.01.2023 18:00 - 17.01.2023 19:00","73.46","EUR"
"17.01.2023 19:00 - 17.01.2023 20:00","67.19","EUR"
"17.01.2023 20:00 - 17.01.2023 21:00","60.14","EUR"
"17.01.2023 21:00 - 17.01.2023 22:00","53.73","EUR"
"17.01.2023 22:00 - 17.01.2023 23:00","47.42","EUR"
"17.01.2023 23:00 - 18.01.2023 00:00","43.34","EUR"
"18.01.2023 00:00 - 18.01.2023 01:00","39.85","EUR"
